time;Ail;Elev;Thro;Gyro;Pitch;Rud;Axis7;Axis8;
0.9599996;0;0;0;0;0;0;0;0;
0.9799996;0;0;0;0;0;0;0;0;
0.9999996;0;0;0;0;0;0;0;0;
1.02;0;0;0;0;0;0;0;0;
1.04;0;0;0;0;0;0;0;0;
1.06;0;0;0;0;0;0;0;0;
1.08;0;0;0;0;0;0;0;0;
1.1;0;0;0;0;0;0;0;0;
1.12;0;0;0;0;0;0;0;0;
1.14;0;0;0;0;0;0;0;0;
1.159999;0;0;0;0;0;0;0;0;
1.179999;0;0;0;0;0;0;0;0;
1.199999;0;0;0;0;0;0;0;0;
1.219999;0;0;0;0;0;0;0;0;
1.239999;0;0;0;0;0;0;0;0;
1.259999;0;0;0;0;0;0;0;0;
1.279999;0;0;0;0;0;0;0;0;
1.299999;0;0;0;0;0;0;0;0;
1.319999;0;0;0;0;0;0;0;0;
1.339999;0;0;0;0;0;0;0;0;
1.359999;0;0;0;0;0;0;0;0;
1.379999;0;0;0;0;0;0;0;0;
1.399999;0;0;0;0;0;0;0;0;
1.419999;0;0;0;0;0;0;0;0;
1.439999;0;0;0;0;0;0;0;0;
1.459999;0;0;0;0;0;0;0;0;
1.479999;0;0;0;0;0;0;0;0;
1.499999;0;0;0;0;0;0;0;0;
1.519999;0;0;0;0;0;0;0;0;
1.539999;0;0;0;0;0;0;0;0;
1.559999;0;0;0;0;0;0;0;0;
1.579999;0;0;0;0;0;0;0;0;
1.599999;0;0;0;0;0;0;0;0;
1.619999;0;0;0;0;0;0;0;0;
1.639999;0;0;0;0;0;0;0;0;
1.659999;0;0;0;0;0;0;0;0;
1.679999;0;0;0;0;0;0;0;0;
1.699999;0;0;0;0;0;0;0;0;
1.719999;0;0;0;0;0;0;0;0;
1.739999;0;0;0;0;0;0;0;0;
1.759999;0;0;0;0;0;0;0;0;
1.779999;0;0;0;0;0;0;0;0;
1.799999;0;0;0;0;0;0;0;0;
1.819999;0;0;0;0;0;0;0;0;
1.839999;0;0;0;0;0;0;0;0;
1.859999;0;0;0;0;0;0;0;0;
1.879999;0;0;0;0;0;0;0;0;
1.899999;0;0;0;0;0;0;0;0;
1.919999;0;0;0;0;0;0;0;0;
1.939999;0;0;0;0;0;0;0;0;
1.959999;0;0;0;0;0;0;0;0;
1.979999;0;0;0;0;0;0;0;0;
1.999999;0;0;0;0;0;0;0;0;
2.019999;0;0;0;0;0;0;0;0;
2.039999;0;0;0;0;0;0;0;0;
2.059999;0;0;0;0;0;0;0;0;
2.079999;0;0;0;0;0;0;0;0;
2.099999;0;0;0;0;0;0;0;0;
2.119999;0;0;0;0;0;0;0;0;
2.139999;0;0;0;0;0;0;0;0;
2.159999;0;0;0;0;0;0;0;0;
2.179999;0;0;0;0;0;0;0;0;
2.199999;0;0;0;0;0;0;0;0;
2.219999;0;0;0;0;0;0;0;0;
2.239999;0;0;0;0;0;0;0;0;
2.259999;0;0;0;0;0;0;0;0;
2.279999;0;0;0;0;0;0;0;0;
2.299999;0;0;0;0;0;0;0;0;
2.319999;0;0;0;0;0;0;0;0;
2.339998;0;0;0;0;0;0;0;0;
2.359998;0;0;0;0;0;0;0;0;
2.379998;0;0;0;0;0;0;0;0;
2.399998;0;0;0;0;0;0;0;0;
2.419998;0;0;0;0;0;0;0;0;
2.439998;0;0;0;0;0;0;0;0;
2.459998;0;0;0;0;0;0;0;0;
2.479998;0;0;0;0;0;0;0;0;
2.499998;0;0;0;0;0;0;0;0;
2.519998;0;0;0;0;0;0;0;0;
2.539998;0;0;0;0;0;0;0;0;
2.559998;0;0;0;0;0;0;0;0;
2.579998;0;0;0;0;0;0;0;0;
2.599998;0;0;0;0;0;0;0;0;
2.619998;0;0;0;0;0;0;0;0;
2.639998;0;0;0;0;0;0;0;0;
2.659998;0;0;0;0;0;0;0;0;
2.679998;0;0;0;0;0;0;0;0;
2.699998;0;0;0;0;0;0;0;0;
2.719998;0;0;0;0;0;0;0;0;
2.739998;0;0;0;0;0;0;0;0;
2.759998;0;0;0;0;0;0;0;0;
2.779998;0;0;0;0;0;0;0;0;
2.799998;0;0;0;0;0;0;0;0;
2.819998;0;0;0;0;0;0;0;0;
2.839998;0;0;0;0;0;0;0;0;
2.859998;0;0;0;0;0;0;0;0;
2.879998;0;0;0;0;0;0;0;0;
2.899998;0;0;0;0;0;0;0;0;
2.919998;0;0;0;0;0;0;0;0;
2.939998;0;0;0;0;0;0;0;0;
2.959998;0;0;0;0;0;0;0;0;
2.979998;0;0;0;0;0;0;0;0;
2.999998;0;0;0;0;0;0;0;0;
3.019998;0;0;0;0;0;0;0;0;
3.039998;0;0;0;0;0;0;0;0;
3.059998;0;0;0;0;0;0;0;0;
3.079998;0;0;0;0;0;0;0;0;
3.099998;0;0;0;0;0;0;0;0;
3.119998;0;0;0;0;0;0;0;0;
3.139998;0;0;0;0;0;0;0;0;
3.159998;0;0;0;0;0;0;0;0;
3.179998;0;0;0;0;0;0;0;0;
3.199998;0;0;0;0;0;0;0;0;
3.219998;0;0;0;0;0;0;0;0;
3.239998;0;0;0;0;0;0;0;0;
3.259998;0;0;0;0;0;0;0;0;
3.279998;0;0;0;0;0;0;0;0;
3.299998;0;0;0;0;0;0;0;0;
3.319998;0;0;0;0;0;0;0;0;
3.339998;0;0;0;0;0;0;0;0;
3.359998;0;0;0;0;0;0;0;0;
3.379997;0;0;0;0;0;0;0;0;
3.399997;0;0;0;0;0;0;0;0;
3.419997;0;0;0;0;0;0;0;0;
3.439997;0;0;0;0;0;0;0;0;
3.459997;0;0;0;0;0;0;0;0;
3.479997;0;0;0;0;0;0;0;0;
3.499997;0;0;0;0;0;0;0;0;
3.519997;0;0;0;0;0;0;0;0;
3.539997;0;0;0;0;0;0;0;0;
3.559997;0;0;0;0;0;0;0;0;
3.579997;0;0;0;0;0;0;0;0;
3.599997;0;0;0;0;0;0;0;0;
3.619997;0;0;0;0;0;0;0;0;
3.639997;0;0;0;0;0;0;0;0;
3.659997;0;0;0;0;0;0;0;0;
3.679997;0;0;0;0;0;0;0;0;
3.699997;0;0;0;0;0;0;0;0;
3.719997;0;0;0;0;0;0;0;0;
3.739997;0;0;0;0;0;0;0;0;
3.759997;0;0;0;0;0;0;0;0;
3.779997;0;0;0;0;0;0;0;0;
3.799997;0;0;0;0;0;0;0;0;
3.819997;0;0;0;0;0;0;0;0;
3.839997;0;0;0;0;0;0;0;0;
3.859997;0;0;0;0;0;0;0;0;
3.879997;0;0;0;0;0;0;0;0;
3.899997;0;0;0;0;0;0;0;0;
3.919997;0;0;0;0;0;0;0;0;
3.939997;0;0;0;0;0;0;0;0;
3.959997;0;0;0;0;0;0;0;0;
3.979997;0;0;0;0;0;0;0;0;
3.999997;0;0;0;0;0;0;0;0;
4.019997;0;0;0;0;0;0;0;0;
4.039997;0;0;0;0;0;0;0;0;
4.059997;0;0;0;0;0;0;0;0;
4.079997;0;0;0;0;0;0;0;0;
4.099997;0;0;0;0;0;0;0;0;
4.119997;0;0;0;0;0;0;0;0;
4.139997;0;0;0;0;0;0;0;0;
4.159997;0;0;0;0;0;0;0;0;
4.179997;0;0;0;0;0;0;0;0;
4.199997;0;0;0;0;0;0;0;0;
4.219997;0;0;0;0;0;0;0;0;
4.239997;0;0;0;0;0;0;0;0;
4.259997;0;0;0;0;0;0;0;0;
4.279997;0;0;0;0;0;0;0;0;
4.299997;0;0;0;0;0;0;0;0;
4.319997;0;0;0;0;0;0;0;0;
4.339997;0;0;0;0;0;0;0;0;
4.359997;0;0;0;0;0;0;0;0;
4.379997;0;0;0;0;0;0;0;0;
4.399997;0;0;0;0;0;0;0;0;
4.419997;0;0;0;0;0;0;0;0;
4.439997;0;0;0;0;0;0;0;0;
4.459997;0;0;0;0;0;0;0;0;
4.479997;0;0;0;0;0;0;0;0;
4.499997;0;0;0;0;0;0;0;0;
4.519997;0;0;0;0;0;0;0;0;
4.539997;0;0;0;0;0;0;0;0;
4.559997;0;0;0;0;0;0;0;0;
4.579997;0;0;0;0;0;0;0;0;
4.599997;0;0;0;0;0;0;0;0;
4.619997;0;0;0;0;0;0;0;0;
4.639997;0;0;0;0;0;0;0;0;
4.659997;0;0;0;0;0;0;0;0;
4.679996;0;0;0;0;0;0;0;0;
4.699996;0;0;0;0;0;0;0;0;
4.719996;0;0;0;0;0;0;0;0;
4.739996;0;0;0;0;0;0;0;0;
4.759996;0;0;0;0;0;0;0;0;
4.779996;0;0;0;0;0;0;0;0;
4.799996;0;0;0;0;0;0;0;0;
4.819996;0;0;0;0;0;0;0;0;
4.839996;0;0;0;0;0;0;0;0;
4.859996;0;0;0;0;0;0;0;0;
4.879996;0;0;0;0;0;0;0;0;
4.899996;0;0;0;0;0;0;0;0;
4.919996;0;0;0;0;0;0;0;0;
4.939996;0;0;0;0;0;0;0;0;
4.959996;0;0;0;0;0;0;0;0;
4.979996;0;0;0;0;0;0;0;0;
4.999996;0;0;0;0;0;0;0;0;
5.019996;0;0;0;0;0;0;0;0;
5.039996;0;0;0;0;0;0;0;0;
5.059996;0;0;0;0;0;0;0;0;
5.079996;0;0;0;0;0;0;0;0;
5.099996;0;0;0;0;0;0;0;0;
5.119996;0;0;0;0;0;0;0;0;
5.139996;0;0;0;0;0;0;0;0;
5.159996;0;0;0;0;0;0;0;0;
5.179996;0;0;0;0;0;0;0;0;
5.199996;0;0;0;0;0;0;0;0;
5.219996;0;0;0;0;0;0;0;0;
5.239996;0;0;0;0;0;0;0;0;
5.259996;0;0;0;0;0;0;0;0;
5.279996;0;0;0;0;0;0;0;0;
5.299996;0;0;0;0;0;0;0;0;
5.319996;0;0;0;0;0;0;0;0;
5.339996;0;0;0;0;0;0;0;0;
5.359996;0;0;0;0;0;0;0;0;
5.379996;0;0;0;0;0;0;0;0;
5.399996;0;0;0;0;0;0;0;0;
5.419996;0;0;0;0;0;0;0;0;
5.439996;0;0;0;0;0;0;0;0;
5.459996;0;0;0;0;0;0;0;0;
5.479996;0;0;0;0;0;0;0;0;
5.499996;0;0;0;0;0;0;0;0;
5.519996;0;0;0;0;0;0;0;0;
5.539996;0;0;0;0;0;0;0;0;
5.559996;0;0;0;0;0;0;0;0;
5.579996;0;0;0;0;0;0;0;0;
5.599996;0;0;0;0;0;0;0;0;
5.619996;0;0;0;0;0;0;0;0;
5.639996;0;0;0;0;0;0;0;0;
5.659996;0;0;0;0;0;0;0;0;
5.679996;0;0;0;0;0;0;0;0;
5.699996;0;0;0;0;0;0;0;0;
5.719995;0;0;0;0;0;0;0;0;
5.739995;0;0;0;0;0;0;0;0;
5.759995;0;0;0;0;0;0;0;0;
5.779995;0;0;0;0;0;0;0;0;
5.799995;0;0;0;0;0;0;0;0;
5.819995;0;0;0;0;0;0;0;0;
5.839995;0;0;0;0;0;0;0;0;
5.859995;0;0;0;0;0;0;0;0;
5.879995;0;0;0;0;0;0;0;0;
5.899995;0;0;0;0;0;0;0;0;
5.919995;0;0;0;0;0;0;0;0;
5.939995;0;0;0;0;0;0;0;0;
5.959995;0;0;0;0;0;0;0;0;
5.979995;0;0;0;0;0;0;0;0;
5.999995;0;0;0;0;0;0;0;0;
6.019995;0;0;0;0;0;0;0;0;
6.039995;0;0;0;0;0;0;0;0;
6.059995;0;0;0;0;0;0;0;0;
6.079995;0;0;0;0;0;0;0;0;
6.099995;0;0;0;0;0;0;0;0;
6.119995;0;0;0;0;0;0;0;0;
6.139995;0;0;0;0;0;0;0;0;
6.159995;0;0;0;0;0;0;0;0;
6.179995;0;0;0;0;0;0;0;0;
6.199995;0;0;0;0;0;0;0;0;
6.219995;0;0;0;0;0;0;0;0;
6.239995;0;0;0;0;0;0;0;0;
6.259995;0;0;0;0;0;0;0;0;
6.279995;0;0;0;0;0;0;0;0;
6.299995;0;0;0;0;0;0;0;0;
6.319995;0;0;0;0;0;0;0;0;
6.339995;0;0;0;0;0;0;0;0;
6.359995;0;0;0;0;0;0;0;0;
6.379995;0;0;0;0;0;0;0;0;
6.399995;0;0;0;0;0;0;0;0;
6.419995;0;0;0;0;0;0;0;0;
6.439995;0;0;0;0;0;0;0;0;
6.459995;0;0;0;0;0;0;0;0;
6.479995;0;0;0;0;0;0;0;0;
6.499995;0;0;0;0;0;0;0;0;
6.519995;0;0;0;0;0;0;0;0;
6.539995;0;0;0;0;0;0;0;0;
6.559995;0;0;0;0;0;0;0;0;
6.579995;0;0;0;0;0;0;0;0;
6.599995;0;0;0;0;0;0;0;0;
6.619995;0;0;0;0;0;0;0;0;
6.639995;0;0;0;0;0;0;0;0;
6.659995;0;0;0;0;0;0;0;0;
6.679995;0;0;0;0;0;0;0;0;
6.699995;0;0;0;0;0;0;0;0;
6.719995;0;0;0;0;0;0;0;0;
6.739995;0;0;0;0;0;0;0;0;
6.759995;0;0;0;0;0;0;0;0;
6.779994;0;0;0;0;0;0;0;0;
6.799994;0;0;0;0;0;0;0;0;
6.819994;0;0;0;0;0;0;0;0;
6.839994;0;0;0;0;0;0;0;0;
6.859994;0;0;0;0;0;0;0;0;
6.879994;0;0;0;0;0;0;0;0;
6.899994;0;0;0;0;0;0;0;0;
6.919994;0;0;0;0;0;0;0;0;
6.939994;0;0;0;0;0;0;0;0;
6.959994;0;0;0;0;0;0;0;0;
6.979994;0;0;0;0;0;0;0;0;
6.999994;0;0;0;0;0;0;0;0;
7.019994;0;0;0;0;0;0;0;0;
7.039994;0;0;0;0;0;0;0;0;
7.059994;0;0;0;0;0;0;0;0;
7.079994;0;0;0;0;0;0;0;0;
7.099994;0;0;0;0;0;0;0;0;
7.119994;0;0;0;0;0;0;0;0;
7.139994;0;0;0;0;0;0;0;0;
7.159994;0;0;0;0;0;0;0;0;
7.179994;0;0;0;0;0;0;0;0;
7.199994;0;0;0;0;0;0;0;0;
7.219994;0;0;0;0;0;0;0;0;
7.239994;0;0;0;0;0;0;0;0;
7.259994;0;0;0;0;0;0;0;0;
7.279994;0;0;0;0;0;0;0;0;
7.299994;0;0;0;0;0;0;0;0;
7.319994;0;0;0;0;0;0;0;0;
7.339994;0;0;0;0;0;0;0;0;
7.359994;0;0;0;0;0;0;0;0;
7.379994;0;0;0;0;0;0;0;0;
7.399994;0;0;0;0;0;0;0;0;
7.419994;0;0;0;0;0;0;0;0;
7.439994;0;0;0;0;0;0;0;0;
7.459994;0;0;0;0;0;0;0;0;
7.479994;0;0;0;0;0;0;0;0;
7.499994;0;0;0;0;0;0;0;0;
7.519994;0;0;0;0;0;0;0;0;
7.539994;0;0;0;0;0;0;0;0;
7.559994;0;0;0;0;0;0;0;0;
7.579994;0;0;0;0;0;0;0;0;
7.599994;0;0;0;0;0;0;0;0;
7.619994;0;0;0;0;0;0;0;0;
7.639994;0;0;0;0;0;0;0;0;
7.659994;0;0;0;0;0;0;0;0;
7.679994;0;0;0;0;0;0;0;0;
7.699994;0;0;0;0;0;0;0;0;
7.719994;0;0;0;0;0;0;0;0;
7.739994;0;0;0;0;0;0;0;0;
7.759994;0;0;0;0;0;0;0;0;
7.779994;0;0;0;0;0;0;0;0;
7.799994;0;0;0;0;0;0;0;0;
7.819993;0;0;0;0;0;0;0;0;
7.839993;0;0;0;0;0;0;0;0;
7.859993;0;0;0;0;0;0;0;0;
7.879993;0;0;0;0;0;0;0;0;
7.899993;0;0;0;0;0;0;0;0;
7.919993;0;0;0;0;0;0;0;0;
7.939993;0;0;0;0;0;0;0;0;
7.959993;0;0;0;0;0;0;0;0;
7.979993;0;0;0;0;0;0;0;0;
7.999993;0;0;0;0;0;0;0;0;
8.019994;0;0;0;0;0;0;0;0;
8.039994;0;0;0;0;0;0;0;0;
8.059995;0;0;0;0;0;0;0;0;
8.079995;0;0;0;0;0;0;0;0;
8.099996;0;0;0;0;0;0;0;0;
8.119996;0;0;0;0;0;0;0;0;
8.139997;0;0;0;0;0;0;0;0;
8.159997;0;0;0;0;0;0;0;0;
8.179997;0;0;0;0;0;0;0;0;
8.199998;0;0;0;0;0;0;0;0;
8.219998;0;0;0;0;0;0;0;0;
8.239999;0;0;0;0;0;0;0;0;
8.259999;0;0;0;0;0;0;0;0;
8.28;0;0;0;0;0;0;0;0;
8.3;0;0;0;0;0;0;0;0;
8.320001;0;0;0;0;0;0;0;0;
8.340001;0;0;0;0;0;0;0;0;
8.360002;0;0;0;0;0;0;0;0;
8.380002;0;0;0;0;0;0;0;0;
8.400002;0;0;0;0;0;0;0;0;
8.420003;0;0;0;0;0;0;0;0;
8.440003;0;0;0;0;0;0;0;0;
8.460004;0;0;0;0;0;0;0;0;
8.480004;0;0;0;0;0;0;0;0;
8.500005;0;0;0;0;0;0;0;0;
8.520005;0;0;0;0;0;0;0;0;
8.540006;0;0;0;0;0;0;0;0;
8.560006;0;0;0;0;0;0;0;0;
8.580007;0;0;0;0;0;0;0;0;
8.600007;0;0;0;0;0;0;0;0;
8.620008;0;0;0;0;0;0;0;0;
8.640008;0;0;0;0;0;0;0;0;
8.660008;0;0;0;0;0;0;0;0;
8.680009;0;0;0;0;0;0;0;0;
8.700009;0;0;0;0;0;0;0;0;
8.72001;0;0;0;0;0;0;0;0;
8.74001;0;0;0;0;0;0;0;0;
8.760011;0;0;0;0;0;0;0;0;
8.780011;0;0;0;0;0;0;0;0;
8.800012;0;0;0;0;0;0;0;0;
8.820012;0;0;0;0;0;0;0;0;
8.840013;0;0;0;0;0;0;0;0;
8.860013;0;0;0;0;0;0;0;0;
8.880013;0;0;0;0;0;0;0;0;
8.900014;0;0;0;0;0;0;0;0;
8.920014;0;0;0;0;0;0;0;0;
8.940015;0;0;0;0;0;0;0;0;
8.960015;0;0;0;0;0;0;0;0;
8.980016;0;0;0;0;0;0;0;0;
9.000016;0;0;0;0;0;0;0;0;
9.020017;0;0;0;0;0;0;0;0;
9.040017;0;0;0;0;0;0;0;0;
9.060018;0;0;0;0;0;0;0;0;
9.080018;0;0;0;0;0;0;0;0;
9.100019;0;0;0;0;0;0;0;0;
9.120019;0;0;0;0;0;0;0;0;
9.140019;0;0;0;0;0;0;0;0;
9.16002;0;0;0;0;0;0;0;0;
9.18002;0;0;0;0;0;0;0;0;
9.200021;0;0;0;0;0;0;0;0;
9.220021;0;0;0;0;0;0;0;0;
9.240022;0;0;0;0;0;0;0;0;
9.260022;0;0;0;0;0;0;0;0;
9.280023;0;0;0;0;0;0;0;0;
9.300023;0;0;0;0;0;0;0;0;
9.320024;0;0;0;0;0;0;0;0;
9.340024;0;0;0;0;0;0;0;0;
9.360024;0;0;0;0;0;0;0;0;
9.380025;0;0;0;0;0;0;0;0;
9.400025;0;0;0;0;0;0;0;0;
9.420026;0;0;0;0;0;0;0;0;
9.440026;0;0;0;0;0;0;0;0;
9.460027;0;0;0;0;0;0;0;0;
9.480027;0;0;0;0;0;0;0;0;
9.500028;0;0;0;0;0;0;0;0;
9.520028;0;0;0;0;0;0;0;0;
9.540029;0;0;0;0;0;0;0;0;
9.560029;0;0;0;0;0;0;0;0;
9.580029;0;0;0;0;0;0;0;0;
9.60003;0;0;0;0;0;0;0;0;
9.62003;0;0;0;0;0;0;0;0;
9.640031;0;0;0;0;0;0;0;0;
9.660031;0;0;0;0;0;0;0;0;
9.680032;0;0;0;0;0;0;0;0;
9.700032;0;0;0;0;0;0;0;0;
9.720033;0;0;0;0;0;0;0;0;
9.740033;0;0;0;0;0;0;0;0;
9.760034;0;0;0;0;0;0;0;0;
9.780034;0;0;0;0;0;0;0;0;
9.800035;0;0;0;0;0;0;0;0;
9.820035;0;0;0;0;0;0;0;0;
9.840035;0;0;0;0;0;0;0;0;
9.860036;0;0;0;0;0;0;0;0;
9.880036;0;0;0;0;0;0;0;0;
9.900037;0;0;0;0;0;0;0;0;
9.920037;0;0;0;0;0;0;0;0;
9.940038;0;0;0;0;0;0;0;0;
9.960038;0;0;0;0;0;0;0;0;
9.980039;0;0;0;0;0;0;0;0;
10.00004;0;0;0;0;0;0;0;0;
10.02004;0;0;0;0;0;0;0;0;
10.04004;0;0;0;0;0;0;0;0;
10.06004;0;0;0;0;0;0;0;0;
10.08004;0;0;0;0;0;0;0;0;
10.10004;0;0;0;0;0;0;0;0;
10.12004;0;0;0;0;0;0;0;0;
10.14004;0;0;0;0;0;0;0;0;
10.16004;0;0;0;0;0;0;0;0;
10.18004;0;0;0;0;0;0;0;0;
10.20004;0;0;0;0;0;0;0;0;
10.22004;0;0;0;0;0;0;0;0;
10.24004;0;0;0;0;0;0;0;0;
10.26005;0;0;0;0;0;0;0;0;
10.28005;0;0;0;0;0;0;0;0;
10.30005;0;0;0;0;0;0;0;0;
10.32005;0;0;0;0;0;0;0;0;
10.34005;0;0;0;0;0;0;0;0;
10.36005;0;0;0;0;0;0;0;0;
10.38005;0;0;0;0;0;0;0;0;
10.40005;0;0;0;0;0;0;0;0;
10.42005;0;0;0;0;0;0;0;0;
10.44005;0;0;0;0;0;0;0;0;
10.46005;0;0;0;0;0;0;0;0;
10.48005;0;0;0;0;0;0;0;0;
10.50005;0;0;0;0;0;0;0;0;
10.52005;0;0;0;0;0;0;0;0;
10.54005;0;0;0;0;0;0;0;0;
10.56005;0;0;0;0;0;0;0;0;
10.58005;0;0;0;0;0;0;0;0;
10.60005;0;0;0;0;0;0;0;0;
10.62005;0;0;0;0;0;0;0;0;
10.64005;0;0;0;0;0;0;0;0;
10.66005;0;0;0;0;0;0;0;0;
10.68005;0;0;0;0;0;0;0;0;
10.70006;0;0;0;0;0;0;0;0;
10.72006;0;0;0;0;0;0;0;0;
10.74006;0;0;0;0;0;0;0;0;
10.76006;0;0;0;0;0;0;0;0;
10.78006;0;0;0;0;0;0;0;0;
10.80006;0;0;0;0;0;0;0;0;
10.82006;0;0;0;0;0;0;0;0;
10.84006;0;0;0;0;0;0;0;0;
10.86006;0;0;0;0;0;0;0;0;
10.88006;0;0;0;0;0;0;0;0;
10.90006;0;0;0;0;0;0;0;0;
10.92006;0;0;0;0;0;0;0;0;
10.94006;0;0;0;0;0;0;0;0;
10.96006;0;0;0;0;0;0;0;0;
10.98006;0;0;0;0;0;0;0;0;
11.00006;0;0;0;0;0;0;0;0;
11.02006;0;0;0;0;0;0;0;0;
11.04006;0;0;0;0;0;0;0;0;
11.06006;0;0;0;0;0;0;0;0;
11.08006;0;0;0;0;0;0;0;0;
11.10006;0;0;0;0;0;0;0;0;
11.12006;0;0;0;0;0;0;0;0;
11.14007;0;0;0;0;0;0;0;0;
11.16007;0;0;0;0;0;0;0;0;
11.18007;0;0;0;0;0;0;0;0;
11.20007;0;0;0;0;0;0;0;0;
11.22007;0;0;0;0;0;0;0;0;
11.24007;0;0;0;0;0;0;0;0;
11.26007;0;0;0;0;0;0;0;0;
11.28007;0;0;0;0;0;0;0;0;
11.30007;0;0;0;0;0;0;0;0;
11.32007;0;0;0;0;0;0;0;0;
11.34007;0;0;0;0;0;0;0;0;
11.36007;0;0;0;0;0;0;0;0;
11.38007;0;0;0;0;0;0;0;0;
11.40007;0;0;0;0;0;0;0;0;
11.42007;0;0;0;0;0;0;0;0;
11.44007;0;0;0;0;0;0;0;0;
11.46007;0;0;0;0;0;0;0;0;
11.48007;0;0;0;0;0;0;0;0;
11.50007;0;0;0;0;0;0;0;0;
11.52007;0;0;0;0;0;0;0;0;
11.54007;0;0;0;0;0;0;0;0;
11.56007;0;0;0;0;0;0;0;0;
11.58008;0;0;0;0;0;0;0;0;
11.60008;0;0;0;0;0;0;0;0;
11.62008;0;0;0;0;0;0;0;0;
11.64008;0;0;0;0;0;0;0;0;
11.66008;0;0;0;0;0;0;0;0;
11.68008;0;0;0;0;0;0;0;0;
11.70008;0;0;0;0;0;0;0;0;
11.72008;0;0;0;0;0;0;0;0;
11.74008;0;0;0;0;0;0;0;0;
11.76008;0;0;0;0;0;0;0;0;
11.78008;0;0;0;0;0;0;0;0;
11.80008;0;0;0;0;0;0;0;0;
11.82008;0;0;0;0;0;0;0;0;
11.84008;0;0;0;0;0;0;0;0;
11.86008;0;0;0;0;0;0;0;0;
11.88008;0;0;0;0;0;0;0;0;
11.90008;0;0;0;0;0;0;0;0;
11.92008;0;0;0;0;0;0;0;0;
11.94008;0;0;0;0;0;0;0;0;
11.96008;0;0;0;0;0;0;0;0;
11.98008;0;0;0;0;0;0;0;0;
12.00008;0;0;0;0;0;0;0;0;
12.02009;0;0;0;0;0;0;0;0;
12.04009;0;0;0;0;0;0;0;0;
12.06009;0;0;0;0;0;0;0;0;
12.08009;0;0;0;0;0;0;0;0;
12.10009;0;0;0;0;0;0;0;0;
12.12009;0;0;0;0;0;0;0;0;
12.14009;0;0;0;0;0;0;0;0;
12.16009;0;0;0;0;0;0;0;0;
12.18009;0;0;0;0;0;0;0;0;
12.20009;0;0;0;0;0;0;0;0;
12.22009;0;0;0;0;0;0;0;0;
12.24009;0;0;0;0;0;0;0;0;
12.26009;0;0;0;0;0;0;0;0;
12.28009;0;0;0;0;0;0;0;0;
12.30009;0;0;0;0;0;0;0;0;
12.32009;0;0;0;0;0;0;0;0;
12.34009;0;0;0;0;0;0;0;0;
12.36009;0;0;0;0;0;0;0;0;
12.38009;0;0;0;0;0;0;0;0;
12.40009;0;0;0;0;0;0;0;0;
12.42009;0;0;0;0;0;0;0;0;
12.44009;0;0;0;0;0;0;0;0;
12.4601;0;0;0;0;0;0;0;0;
12.4801;0;0;0;0;0;0;0;0;
12.5001;0;0;0;0;0;0;0;0;
12.5201;0;0;0;0;0;0;0;0;
12.5401;0;0;0;0;0;0;0;0;
12.5601;0;0;0;0;0;0;0;0;
12.5801;0;0;0;0;0;0;0;0;
12.6001;0;0;0;0;0;0;0;0;
12.6201;0;0;0;0;0;0;0;0;
12.6401;0;0;0;0;0;0;0;0;
12.6601;0;0;0;0;0;0;0;0;
